序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
86,"
                                                                                                    #国庆旅游天气# 【内蒙古东北降温剧烈 浙江广东网友：拉仇恨啊】过去一天，东北地区、内蒙古中东部遭遇气温大跳水，其中内蒙古东南部、黑龙江中部、吉林中西部、辽宁中西部、河北北部等地气温降幅有12～16℃，吉林中部、辽宁北部局地达18～20℃。气象监测显示，今晨7时，东北大部的气温低至5℃以 ????????...展开全文c                                            ", 9月27日 10:00,8,36,22,微博 weibo.com,FnICwx08A,0
87,"
                                                                                                    #国庆旅游天气# 十一去哪玩呢？不如在一个悠闲的县城待一阵子，放松放松心情。可是，那么多县城乡镇，哪的风景好，哪的空气好，哪的旅游配套设施和服务又比较成熟呢？“中国天然氧吧”成员，或许是个不错的选择。 °还没想好十一去哪玩？天然氧吧们可能是个好选择 ????????                                            ", 9月27日 09:51,11,13,6,微博 weibo.com,FnIz65mtL,0
88,"
                                                                                                    #气象中国# 如果说，电影《战狼2》当中，中国海军航行万里从战火中营救同胞的剧情让人热血沸腾，类似的一幕近日再次上演。只不过，此次撤侨面对的“敌人”要更为强大，甚至难以捉摸—— °比《战狼2》更为惊险的撤侨故事——飓风肆虐 祖... ????????                                            ", 9月27日 09:18,4,6,71,微博 weibo.com,FnIlx4XQa,0
89,"
                                                                                                    #气象中国# 《中国气象发展指数报告（2017）》（以下简称《报告》）9月26日在北京发布。这是我国首次公开发布气象发展指数，全面客观地评估了我国气象事业的发展质量和效益，展示气象科技发展的“中国贡献”。《报告》显示，2016年中国气象发展指数为163.25，显示出良好的快速发展态势。????????????...展开全文c                                            ", 9月27日 08:48,3,1,17,微博 weibo.com,FnI9taCdk,0
90,"
                                                                                                    冷空气步步南下，秋老虎节节败退#秋老虎来了# ????????                                            ", 9月27日 08:36,19,50,39,微博 weibo.com,FnI4FBQ0S,0
91,"
                                                                                                    #秋雨送凉# 【雨一直下！重庆湖北等7省市强降雨】今天（27日），西南地区东部一带的强降水范围将继续扩展，陕西、重庆、湖北等地将有大雨或暴雨，需注意防范强降雨可能导致的次生灾害及其对秋收秋种的不利影响。 ????????                                            ", 9月27日 08:33,11,12,21,微博 weibo.com,FnI3jmPCm,0
92,"
                                                                                                    北方的夏天基本“阵亡”！传说中的「自古红蓝出CP」，你那里多少度？是穿秋裤还是短裤？????#冷空气来袭##秋老虎来了# ?????? ????????                                            ", 9月27日 07:42,10,63,48,Weico.Android,FnHIRpeet,0
93,"
                                                                                                    #象博士说早安# 人年轻的时候容易有梦想，但是当青春消失，你还能坚持梦想，那才是伟大。早~~ ????????                                            ", 9月27日 07:21,18,18,138,微博 weibo.com,FnHzZi3ok,0
94,"
                                                                                                    你最近有什么烦恼吗？在评论里说出来比埋在心里会好些 ????????#象博士说晚安# ????????                                            ", 9月26日 23:34,1,95,39,微博 weibo.com,FnEwqEb5W,0
95,"
                                                                                                    #气象中国#【融合行业资源 打造生态旅游气象“金名片” 19地获评2017中国天然氧吧 】9月26日， 2017“中国天然氧吧”创建活动发布会暨首届中国天然氧吧论坛在浙江省开化县举行，贵州省梵净山自然保护区等19个地区荣获2017年“中国天然氧吧”称号，河北围场县（塞罕坝）被列为“中国天然氧吧”创 ????????...展开全文c                                            ", 9月26日 20:38,2,2,7,Weico.Android,FnDn5q3Xg,0
