序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag,dataID,dcID
12,#阿坝依然美丽#国旗在藏区上空飘扬 ?????? ????????, 9月28日 11:22,1,1,15,iPhone 6s,FnSAsd2Ov,-1,12,1
13,#阿坝这五年# #马尔康锅庄节#, 9月28日 08:59,1,1,2,iPhone 6s,FnREtgOfw,-1,13,2
17,#阿坝这五年# //@光影相随:回复@叫我悅人 的赞:, 9月27日 16:03,2,评论,7,iPhone 6s,FnKZYsHUQ,-1,17,3
20,#阿坝这五年#, 9月27日 11:34,2,1,9,iPhone 6s,FnJeZ75dk,-1,20,4
21,#阿坝这五年#, 9月27日 11:34,3,评论,12,iPhone 6s,FnJeU5ot8,-1,21,5
22,#阿坝这五年#, 9月27日 11:34,2,评论,11,iPhone 6s,FnJeLeB8N,-1,22,6
23,#阿坝这五年#, 9月27日 11:34,2,评论,8,iPhone 6s,FnJeHnO6X,-1,23,7
24,#阿坝这五年#, 9月27日 11:33,转发,评论,23,iPhone 6s,FnJeB9Wel,-1,24,8
25,#阿坝这五年#, 9月27日 11:33,1,评论,7,iPhone 6s,FnJeyeLdV,-1,25,9
26,#阿坝这五年#, 9月27日 11:33,1,评论,8,iPhone 6s,FnJeroHo5,-1,26,10
27,#阿坝这五年#, 9月27日 11:33,1,评论,5,iPhone 6s,FnJej905Y,-1,27,11
28,#阿坝这五年#, 9月27日 11:32,1,评论,6,iPhone 6s,FnJefjZKE,-1,28,12
29,#阿坝这五年#, 9月27日 11:32,转发,评论,9,iPhone 6s,FnJec6uKA,-1,29,13
30,#阿坝这五年#, 9月27日 11:32,转发,评论,6,iPhone 6s,FnJe8v0f6,-1,30,14
31,#阿坝这五年#, 9月27日 11:32,2,评论,19,iPhone 6s,FnJe46Mog,-1,31,15
32,#阿坝这五年#, 9月27日 11:32,4,评论,10,iPhone 6s,FnJdXBBPa,-1,32,16
33,#阿坝这五年#, 9月27日 11:32,转发,评论,6,iPhone 6s,FnJdUiPXZ,-1,33,17
34,#阿坝这五年#, 9月27日 11:31,转发,评论,21,iPhone 6s,FnJdCDkh4,-1,34,18
35,#阿坝这五年#, 9月27日 11:31,1,评论,22,iPhone 6s,FnJdzjUwU,-1,35,19
60,#你为何选择或不选四川#说走就走的旅行在这里——天府四川·熊猫故乡O网页链接 ????????, 9月20日 10:32,转发,评论,赞,微博 weibo.com,FmEQjdpYs,-1,60,20
87,#你为何选择四川或不选四川#天赋四川·熊猫故乡 O网页链接 ????????, 9月15日 11:01,转发,评论,1,iPhone 6s,FlTTFierp,-1,87,21
125,#美丽阿坝·处处是景点#, 9月8日 17:55,4,评论,116,iPhone 6s,FkSBYo4XP,-1,125,22
126,#美丽阿坝·处处是景点#, 9月8日 17:55,转发,1,110,iPhone 6s,FkSBUybHq,-1,126,23
127,#美丽阿坝·处处是景点#, 9月8日 17:54,1,评论,118,iPhone 6s,FkSBRgIJb,-1,127,24
128,#美丽阿坝·处处是景点#, 9月8日 17:54,转发,评论,111,iPhone 6s,FkSBNdstL,-1,128,25
129,#美丽阿坝·处处是景点#, 9月8日 17:54,转发,评论,1,iPhone 6s,FkSByEQ8C,-1,129,26
130,#美丽阿坝·处处是景点#, 9月8日 17:53,转发,评论,5,iPhone 6s,FkSBabR43,-1,130,27
131,#美丽阿坝·处处是景点#, 9月5日 22:48,1,1,22,iPhone 6s,FksfjkVR6,-1,131,28
132,#美丽阿坝·处处是景点#, 9月5日 22:47,1,评论,5,iPhone 6s,FkseZyKRS,-1,132,29
133,#美丽阿坝·处处是景点#, 9月5日 22:47,1,评论,4,iPhone 6s,FkseVq3oN,-1,133,30
134,#美丽阿坝·处处是景点#, 9月5日 08:28,转发,评论,5,iPhone 6s,FkmCvaUSA,-1,134,31
220,发布了头条文章：《【荐读】九寨依然美丽（一）》 °【荐读】九寨依然美丽（一） ????????, 8月13日 21:06,2,1,12,微博 weibo.com,FgWKCDfGU,-1,220,32
